respondent_id,origin_country,destination_country,migration_reason,migration_type,age_group,gender,education_level,year_of_migration,marital_status,monthly_income_usd,sends_remittance
4629,Bangladesh,Norway,Permanent Residency,Permanent,35-44,Female,Vocational/Technical,2000,Divorced,1941,Yes
4630,Sri Lanka,Malaysia,Employment,Work,35-44,Female,Secondary,2016,Divorced,1083,No
4631,Pakistan,Kuwait,Employment,Work,45-54,Male,Vocational/Technical,2023,Divorced,730,Yes
4632,Pakistan,Australia,Family Reunification,Permanent,35-44,Female,Bachelor's,2010,Divorced,2164,No
4633,Nepal,Australia,Permanent Residency,Permanent,45-54,Male,Master's,2010,Divorced,1460,Yes
4634,Nepal,South Korea,Skilled Worker Visa,Work,35-44,Female,Vocational/Technical,2020,Married,475,Yes
4635,Bangladesh,Qatar,Higher Education,Permanent,45-54,Male,Bachelor's,2001,Divorced,201,Yes
4636,Nepal,Japan,Employment,Work,18-24,Male,Secondary,2005,Married,1259,No
4637,Sri Lanka,Kuwait,Employment,Work,25-34,Male,Master's,2010,Single,402,No
4638,Bangladesh,Saudi Arabia,Permanent Residency,Permanent,55+,Male,Bachelor's,2021,Divorced,344,No
4639,India,Italy,Refugee/Asylum,Permanent,55+,Male,Primary,2025,Married,1143,No
4640,Nepal,Japan,Permanent Residency,Permanent,25-34,Male,Bachelor's,2018,Single,3010,Yes
4641,Pakistan,Saudi Arabia,Employment,Work,35-44,Male,Master's,2014,Married,8200,Yes
4642,Nepal,United Kingdom,Skilled Worker Visa,Work,55+,Male,Master's,2022,Married,3647,Yes
4643,Sri Lanka,Qatar,Permanent Residency,Permanent,18-24,Male,Secondary,2022,Married,475,No
4644,Pakistan,New Zealand,Permanent Residency,Permanent,25-34,Female,Master's,2001,Single,2091,Yes
4645,Pakistan,Japan,Permanent Residency,Permanent,18-24,Male,Master's,2020,Single,674,Yes
4646,Bangladesh,Malaysia,Skilled Worker Visa,Work,35-44,Male,Primary,2025,Single,1962,Yes
4647,Bangladesh,Qatar,Skilled Worker Visa,Work,35-44,Male,Bachelor's,2009,Divorced,591,Yes
4648,Nepal,Australia,Marriage/Spouse,Permanent,45-54,Male,Bachelor's,2023,Divorced,625,No
4649,Sri Lanka,United States,Family Reunification,Permanent,25-34,Male,Bachelor's,2023,Single,527,Yes
4650,Nepal,Saudi Arabia,Family Reunification,Permanent,25-34,Male,Vocational/Technical,2022,Single,475,Yes
4651,India,Germany,Higher Education,Permanent,45-54,Male,PhD,2018,Single,1485,Yes
4652,India,Kuwait,Permanent Residency,Permanent,45-54,Male,Master's,2003,Single,1207,Yes
4653,India,Germany,Business/Investment,Work,35-44,Male,Bachelor's,2024,Single,1347,Yes
4654,Nepal,Australia,Family Reunification,Permanent,18-24,Male,Secondary,2020,Divorced,1000,Yes
4655,India,United Kingdom,Family Reunification,Permanent,45-54,Male,Secondary,2000,Divorced,662,Yes
4656,India,Germany,Family Reunification,Permanent,35-44,Male,Secondary,2004,Single,817,Yes
4657,Bangladesh,Norway,Family Reunification,Permanent,55+,Male,Primary,2008,Married,1325,Yes
4658,India,Canada,Higher Education,Permanent,18-24,Male,Bachelor's,2016,Single,551,Yes
4659,Pakistan,Malaysia,Employment,Work,35-44,Female,Secondary,2015,Single,271,Yes
4660,Sri Lanka,Australia,Family Reunification,Permanent,25-34,Male,Secondary,2015,Married,1332,Yes
4661,Nepal,South Korea,Higher Education,Permanent,25-34,Male,Bachelor's,2015,Single,233,Yes
4662,Pakistan,Qatar,Employment,Work,45-54,Male,Master's,2021,Divorced,583,Yes
4663,Bangladesh,Saudi Arabia,Permanent Residency,Permanent,55+,Male,Vocational/Technical,2004,Single,3998,No
4664,India,New Zealand,Skilled Worker Visa,Work,18-24,Male,Master's,2011,Single,701,No
4665,Nepal,Saudi Arabia,Family Reunification,Permanent,18-24,Male,Master's,2020,Single,9237,No
4666,Bangladesh,Norway,Skilled Worker Visa,Work,35-44,Male,Secondary,2011,Single,1239,Yes
4667,Sri Lanka,France,Marriage/Spouse,Permanent,18-24,Female,Bachelor's,2017,Divorced,1266,Yes
4668,Sri Lanka,New Zealand,Political Instability,Permanent,55+,Male,Vocational/Technical,2025,Divorced,310,Yes
4669,Bangladesh,Saudi Arabia,Skilled Worker Visa,Work,25-34,Male,Bachelor's,2021,Single,6777,Yes
4670,Sri Lanka,United Kingdom,Employment,Work,55+,Male,Secondary,2011,Married,938,Yes
4671,Bangladesh,Kuwait,Employment,Work,45-54,Male,Bachelor's,2022,Single,2149,Yes
4672,Pakistan,Oman,Skilled Worker Visa,Work,25-34,Male,Master's,2008,Married,1291,Yes
4673,Nepal,Italy,Skilled Worker Visa,Work,25-34,Female,Bachelor's,2000,Married,6921,Yes
4674,Sri Lanka,United States,Permanent Residency,Permanent,45-54,Male,Master's,2024,Single,378,Yes
4675,Sri Lanka,Canada,Refugee/Asylum,Permanent,25-34,Male,Vocational/Technical,2022,Married,995,No
4676,Sri Lanka,Japan,Refugee/Asylum,Permanent,25-34,Female,Vocational/Technical,2014,Divorced,3054,No
4677,Sri Lanka,Italy,Higher Education,Permanent,25-34,Male,Bachelor's,2002,Divorced,1126,Yes
4678,Bangladesh,Qatar,Family Reunification,Permanent,18-24,Male,Bachelor's,2006,Married,647,Yes
4679,Sri Lanka,Saudi Arabia,Economic Hardship,Permanent,55+,Male,PhD,2018,Single,728,No
4680,Sri Lanka,New Zealand,Better Quality of Life,Permanent,35-44,Male,Vocational/Technical,2023,Divorced,325,No
4681,India,Australia,Economic Hardship,Permanent,35-44,Male,Vocational/Technical,2007,Divorced,1306,Yes
4682,Bangladesh,United Kingdom,Skilled Worker Visa,Work,18-24,Male,Master's,2022,Married,1462,Yes
4683,Sri Lanka,Kuwait,Permanent Residency,Permanent,25-34,Male,Master's,2019,Single,2812,Yes
4684,Pakistan,United States,Business/Investment,Work,25-34,Male,Primary,2002,Married,1038,Yes
4685,Nepal,UAE,Permanent Residency,Permanent,35-44,Male,Vocational/Technical,2021,Single,2372,Yes
4686,Pakistan,United Kingdom,Employment,Work,45-54,Female,Bachelor's,2025,Married,7368,Yes
4687,India,France,Refugee/Asylum,Permanent,25-34,Female,Bachelor's,2024,Married,3688,Yes
4688,Nepal,Oman,Family Reunification,Permanent,25-34,Male,Bachelor's,2010,Divorced,251,Yes
4689,Bangladesh,Qatar,Employment,Work,18-24,Male,PhD,2002,Married,444,Yes
4690,Bangladesh,Kuwait,Skilled Worker Visa,Work,25-34,Male,Vocational/Technical,2013,Married,536,Yes
4691,Bangladesh,United States,Skilled Worker Visa,Work,35-44,Male,Master's,2021,Divorced,969,Yes
4692,Pakistan,Qatar,Skilled Worker Visa,Work,35-44,Male,Master's,2025,Divorced,368,No
4693,Sri Lanka,Oman,Skilled Worker Visa,Work,18-24,Male,Master's,2023,Married,10025,Yes
4694,Pakistan,United Kingdom,Employment,Work,25-34,Female,Master's,2008,Divorced,311,Yes
4695,Pakistan,Canada,Skilled Worker Visa,Work,18-24,Male,Master's,2020,Single,1888,Yes
4696,Nepal,Qatar,Marriage/Spouse,Permanent,18-24,Female,Bachelor's,2010,Divorced,1416,Yes
4697,Sri Lanka,Qatar,Skilled Worker Visa,Work,35-44,Male,Bachelor's,2017,Single,989,No
4698,Pakistan,Malaysia,Marriage/Spouse,Permanent,25-34,Male,Bachelor's,2014,Single,4734,Yes
4699,Nepal,UAE,Permanent Residency,Permanent,25-34,Male,Vocational/Technical,2023,Divorced,585,Yes
4700,Bangladesh,United Kingdom,Family Reunification,Permanent,18-24,Female,PhD,2024,Divorced,11645,Yes
4701,Bangladesh,Qatar,Higher Education,Permanent,35-44,Male,Master's,2013,Divorced,1413,Yes
4702,India,France,Marriage/Spouse,Permanent,35-44,Male,Master's,2010,Divorced,1211,Yes
4703,Sri Lanka,UAE,Employment,Work,18-24,Female,Master's,2023,Single,902,No
4704,Bangladesh,UAE,Employment,Work,25-34,Male,Master's,2012,Married,746,Yes
4705,Nepal,New Zealand,Refugee/Asylum,Permanent,55+,Male,Vocational/Technical,2007,Married,3286,Yes
4706,India,Malaysia,Refugee/Asylum,Permanent,25-34,Male,Secondary,2016,Divorced,753,Yes
4707,Nepal,Australia,Employment,Work,25-34,Female,Secondary,2018,Single,1138,Yes
4708,Bangladesh,United Kingdom,Higher Education,Permanent,18-24,Female,Master's,2002,Married,1413,Yes
4709,Pakistan,Germany,Higher Education,Permanent,45-54,Male,Primary,2018,Married,464,Yes
4710,Pakistan,Italy,Permanent Residency,Permanent,25-34,Female,Bachelor's,2002,Divorced,2941,Yes
4711,Pakistan,Kuwait,Family Reunification,Permanent,25-34,Male,Bachelor's,2001,Divorced,1685,No
4712,Nepal,New Zealand,Higher Education,Permanent,45-54,Male,Vocational/Technical,2025,Divorced,515,Yes
4713,India,Norway,Better Quality of Life,Permanent,25-34,Male,Primary,2011,Married,3295,No
4714,Sri Lanka,United Kingdom,Better Quality of Life,Permanent,45-54,Male,Bachelor's,2022,Married,240,Yes
4715,Sri Lanka,Saudi Arabia,Employment,Work,55+,Male,Vocational/Technical,2018,Divorced,3516,Yes
4716,Bangladesh,Canada,Employment,Work,35-44,Female,Bachelor's,2003,Divorced,1351,No
4717,Bangladesh,Qatar,Employment,Work,35-44,Male,Secondary,2020,Single,2834,Yes
4718,India,United States,Higher Education,Permanent,35-44,Male,Vocational/Technical,2022,Divorced,1611,Yes
4719,India,Malaysia,Higher Education,Permanent,45-54,Female,Bachelor's,2016,Married,2430,Yes
4720,Pakistan,UAE,Economic Hardship,Permanent,25-34,Male,Secondary,2017,Married,4992,Yes
4721,Nepal,France,Higher Education,Permanent,35-44,Male,Vocational/Technical,2010,Married,275,Yes
4722,India,Oman,Employment,Work,55+,Female,Primary,2003,Divorced,1130,Yes
4723,Pakistan,Oman,Business/Investment,Work,18-24,Female,Secondary,2011,Married,994,Yes
4724,Sri Lanka,New Zealand,Refugee/Asylum,Permanent,55+,Male,Secondary,2018,Divorced,1319,Yes
4725,Pakistan,UAE,Economic Hardship,Permanent,35-44,Male,Secondary,2007,Divorced,535,Yes
4726,Nepal,France,Family Reunification,Permanent,25-34,Female,Bachelor's,2003,Single,365,Yes
4727,Pakistan,Malaysia,Higher Education,Permanent,18-24,Female,Bachelor's,2005,Married,1946,No
4728,Nepal,United States,Employment,Work,55+,Male,Bachelor's,2014,Married,1194,No
4729,Nepal,Qatar,Economic Hardship,Permanent,35-44,Male,Vocational/Technical,2011,Divorced,628,Yes
4730,Sri Lanka,Norway,Family Reunification,Permanent,55+,Female,Master's,2025,Single,331,Yes
4731,Sri Lanka,Malaysia,Higher Education,Permanent,25-34,Female,Master's,2016,Single,255,Yes
4732,Bangladesh,United States,Permanent Residency,Permanent,25-34,Male,Secondary,2005,Single,3504,Yes
4733,Pakistan,United Kingdom,Permanent Residency,Permanent,35-44,Male,Master's,2019,Married,3689,Yes
4734,Bangladesh,Italy,Higher Education,Permanent,35-44,Male,Bachelor's,2016,Married,1188,Yes
4735,Bangladesh,Oman,Refugee/Asylum,Permanent,18-24,Male,Secondary,2019,Divorced,3071,No
4736,India,UAE,Skilled Worker Visa,Work,35-44,Male,Secondary,2019,Married,408,No
4737,Bangladesh,Germany,Economic Hardship,Permanent,55+,Male,Secondary,2016,Divorced,1184,Yes
4738,Sri Lanka,Saudi Arabia,Employment,Work,35-44,Male,Primary,2010,Single,822,No
4739,Pakistan,United Kingdom,Employment,Work,35-44,Female,Secondary,2008,Single,1351,Yes
4740,Bangladesh,Saudi Arabia,Skilled Worker Visa,Work,25-34,Male,Secondary,2024,Married,1025,Yes
4741,Pakistan,France,Higher Education,Permanent,35-44,Male,Secondary,2020,Single,555,Yes
4742,Pakistan,Norway,Employment,Work,25-34,Female,Secondary,2013,Married,451,No
4743,Pakistan,Australia,Refugee/Asylum,Permanent,25-34,Male,Master's,2021,Divorced,3734,No
4744,India,Oman,Better Quality of Life,Permanent,45-54,Male,Bachelor's,2018,Single,3338,Yes
4745,Bangladesh,United Kingdom,Skilled Worker Visa,Work,35-44,Female,Master's,2025,Married,643,Yes
4746,Bangladesh,Canada,Higher Education,Permanent,35-44,Male,Vocational/Technical,2010,Divorced,1617,Yes
4747,Pakistan,Australia,Employment,Work,45-54,Male,Master's,2023,Divorced,566,No
4748,India,UAE,Skilled Worker Visa,Work,25-34,Male,Master's,2014,Divorced,3444,No
4749,Bangladesh,Italy,Employment,Work,25-34,Male,Bachelor's,2012,Single,6602,Yes
4750,Pakistan,Canada,Skilled Worker Visa,Work,35-44,Female,Bachelor's,2019,Married,828,Yes
4751,Sri Lanka,Canada,Employment,Work,45-54,Female,Secondary,2010,Single,1097,Yes
4752,Nepal,Qatar,Skilled Worker Visa,Work,18-24,Male,Master's,2006,Married,2186,Yes
4753,Pakistan,France,Higher Education,Permanent,18-24,Male,Bachelor's,2019,Single,203,No
4754,Pakistan,Australia,Business/Investment,Work,25-34,Male,Master's,2021,Single,1223,No
4755,India,Kuwait,Employment,Work,25-34,Male,Bachelor's,2006,Single,476,Yes
4756,Bangladesh,Italy,Marriage/Spouse,Permanent,25-34,Male,Secondary,2003,Divorced,559,Yes
4757,Pakistan,United Kingdom,Economic Hardship,Permanent,18-24,Male,Primary,2004,Single,749,Yes
4758,Sri Lanka,Kuwait,Employment,Work,25-34,Male,PhD,2014,Single,615,Yes
4759,Nepal,United States,Skilled Worker Visa,Work,45-54,Male,Vocational/Technical,2016,Divorced,1662,Yes
4760,Pakistan,Italy,Better Quality of Life,Permanent,25-34,Male,Secondary,2021,Single,5505,Yes
4761,Bangladesh,Saudi Arabia,Refugee/Asylum,Permanent,35-44,Male,Bachelor's,2000,Divorced,1363,Yes
4762,India,United States,Family Reunification,Permanent,18-24,Female,Secondary,2023,Divorced,2028,Yes
4763,Pakistan,United Kingdom,Employment,Work,55+,Female,Master's,2012,Single,244,Yes
4764,Pakistan,Norway,Skilled Worker Visa,Work,35-44,Male,Bachelor's,2000,Married,818,Yes
4765,Bangladesh,Saudi Arabia,Better Quality of Life,Permanent,25-34,Female,Bachelor's,2018,Married,598,No
4766,India,France,Business/Investment,Work,18-24,Male,Primary,2014,Married,1292,No
4767,Nepal,Japan,Employment,Work,18-24,Female,Primary,2011,Married,2329,Yes
4768,Nepal,Australia,Employment,Work,45-54,Female,PhD,2023,Single,393,Yes
4769,Pakistan,Italy,Family Reunification,Permanent,35-44,Female,Master's,2011,Single,3298,Yes
4770,Bangladesh,Australia,Skilled Worker Visa,Work,25-34,Female,Secondary,2014,Single,537,Yes
4771,Nepal,UAE,Employment,Work,45-54,Female,Bachelor's,2018,Single,285,No
4772,Nepal,Saudi Arabia,Employment,Work,35-44,Male,Primary,2014,Married,1965,Yes
4773,India,United States,Employment,Work,55+,Female,Primary,2021,Single,1036,No
4774,Bangladesh,United Kingdom,Higher Education,Permanent,25-34,Female,Bachelor's,2001,Divorced,2618,No
4775,Nepal,South Korea,Employment,Work,35-44,Male,Bachelor's,2015,Married,2367,Yes
4776,Nepal,Kuwait,Marriage/Spouse,Permanent,25-34,Male,Bachelor's,2011,Married,295,Yes
4777,Sri Lanka,United Kingdom,Skilled Worker Visa,Work,25-34,Female,Bachelor's,2004,Single,2576,Yes
4778,Sri Lanka,Australia,Marriage/Spouse,Permanent,18-24,Female,Master's,2021,Divorced,1244,Yes
4779,Bangladesh,Kuwait,Employment,Work,45-54,Male,Secondary,2013,Married,1134,Yes
4780,Bangladesh,Canada,Better Quality of Life,Permanent,55+,Female,Bachelor's,2022,Divorced,1095,Yes
4781,Bangladesh,United Kingdom,Employment,Work,25-34,Female,Bachelor's,2025,Single,1279,Yes
4782,Bangladesh,Kuwait,Employment,Work,45-54,Male,Vocational/Technical,2023,Divorced,496,Yes
4783,Sri Lanka,UAE,Skilled Worker Visa,Work,25-34,Female,Bachelor's,2014,Divorced,212,Yes
4784,Nepal,Italy,Better Quality of Life,Permanent,45-54,Male,Vocational/Technical,2025,Divorced,2398,No
4785,Sri Lanka,Norway,Employment,Work,35-44,Male,Master's,2014,Divorced,3211,Yes
4786,India,France,Skilled Worker Visa,Work,35-44,Female,Secondary,2021,Married,419,No
4787,Bangladesh,UAE,Employment,Work,18-24,Male,Bachelor's,2011,Divorced,426,Yes
4788,India,Germany,Employment,Work,45-54,Female,Bachelor's,2021,Divorced,757,Yes
4789,Pakistan,Canada,Employment,Work,25-34,Male,Vocational/Technical,2007,Single,333,No
4790,India,Norway,Family Reunification,Permanent,35-44,Male,Vocational/Technical,2010,Divorced,339,No
4791,Nepal,Japan,Employment,Work,25-34,Female,Vocational/Technical,2005,Married,720,Yes
4792,India,France,Refugee/Asylum,Permanent,18-24,Female,Bachelor's,2020,Divorced,1423,No
4793,Bangladesh,Norway,Family Reunification,Permanent,18-24,Female,Secondary,2024,Married,2288,Yes
4794,Bangladesh,UAE,Employment,Work,25-34,Male,Bachelor's,2015,Divorced,682,Yes
4795,Sri Lanka,Japan,Economic Hardship,Permanent,55+,Female,Master's,2003,Single,553,Yes
4796,India,Malaysia,Business/Investment,Work,25-34,Male,Master's,2017,Divorced,524,Yes
4797,Sri Lanka,Norway,Permanent Residency,Permanent,35-44,Male,Vocational/Technical,2025,Married,261,Yes
4798,Sri Lanka,Qatar,Skilled Worker Visa,Work,35-44,Male,Vocational/Technical,2004,Single,2667,Yes
4799,Sri Lanka,United States,Permanent Residency,Permanent,18-24,Male,Vocational/Technical,2025,Single,1546,Yes
4800,Sri Lanka,Japan,Permanent Residency,Permanent,35-44,Female,Secondary,2019,Married,531,No
4801,Nepal,Australia,Employment,Work,35-44,Male,Secondary,2024,Divorced,224,Yes
4802,India,Malaysia,Family Reunification,Permanent,35-44,Male,Vocational/Technical,2023,Divorced,1339,No
4803,Pakistan,Australia,Marriage/Spouse,Permanent,45-54,Female,Primary,2024,Single,228,Yes
4804,Nepal,Australia,Refugee/Asylum,Permanent,35-44,Male,Bachelor's,2017,Married,291,Yes
4805,Bangladesh,Norway,Healthcare,Permanent,55+,Male,Master's,2019,Single,311,Yes
4806,Bangladesh,Qatar,Higher Education,Permanent,25-34,Male,Bachelor's,2016,Single,724,No
4807,Pakistan,Japan,Business/Investment,Work,18-24,Male,Primary,2024,Married,2034,No
4808,Nepal,France,Employment,Work,25-34,Female,Bachelor's,2003,Divorced,820,Yes
4809,Sri Lanka,Oman,Employment,Work,18-24,Female,Bachelor's,2014,Married,1489,No
4810,Nepal,United Kingdom,Skilled Worker Visa,Work,18-24,Male,Primary,2020,Divorced,492,Yes
4811,Nepal,Malaysia,Skilled Worker Visa,Work,45-54,Male,Bachelor's,2018,Divorced,223,No
4812,Nepal,United Kingdom,Marriage/Spouse,Permanent,35-44,Male,Master's,2012,Divorced,282,No
4813,Nepal,New Zealand,Permanent Residency,Permanent,35-44,Male,Vocational/Technical,2017,Divorced,1260,Yes
4814,Nepal,Canada,Family Reunification,Permanent,25-34,Male,Primary,2010,Single,212,Yes
4815,Nepal,South Korea,Business/Investment,Work,25-34,Female,Vocational/Technical,2007,Married,1512,No
4816,Sri Lanka,South Korea,Skilled Worker Visa,Work,45-54,Female,Bachelor's,2013,Married,1053,Yes
4817,Pakistan,Italy,Political Instability,Permanent,45-54,Female,Bachelor's,2024,Single,2615,No
4818,Pakistan,United Kingdom,Employment,Work,35-44,Female,PhD,2010,Married,937,Yes
4819,Pakistan,Italy,Family Reunification,Permanent,18-24,Male,Bachelor's,2011,Single,1519,Yes
4820,Pakistan,Australia,Skilled Worker Visa,Work,55+,Male,PhD,2011,Divorced,1041,Yes
4821,India,UAE,Employment,Work,25-34,Male,PhD,2002,Single,1613,Yes
4822,Nepal,Japan,Better Quality of Life,Permanent,25-34,Male,Bachelor's,2018,Single,1036,Yes
4823,Nepal,France,Higher Education,Permanent,35-44,Male,Vocational/Technical,2011,Divorced,1089,No
4824,India,Germany,Higher Education,Permanent,18-24,Male,Vocational/Technical,2022,Married,2352,Yes
4825,Nepal,France,Family Reunification,Permanent,35-44,Female,Secondary,2015,Married,853,No
4826,Sri Lanka,Canada,Family Reunification,Permanent,35-44,Male,Vocational/Technical,2000,Single,1084,No
4827,Pakistan,Japan,Employment,Work,18-24,Male,Primary,2011,Single,3830,Yes
4828,Bangladesh,United States,Better Quality of Life,Permanent,25-34,Male,Bachelor's,2021,Married,4260,Yes
4829,Pakistan,New Zealand,Permanent Residency,Permanent,55+,Female,Vocational/Technical,2011,Married,3873,No
4830,Bangladesh,South Korea,Marriage/Spouse,Permanent,18-24,Male,Bachelor's,2009,Married,2811,Yes
4831,Pakistan,Norway,Permanent Residency,Permanent,18-24,Male,Vocational/Technical,2011,Single,1769,Yes
4832,Pakistan,Italy,Employment,Work,45-54,Male,Vocational/Technical,2022,Married,235,Yes
4833,Pakistan,Canada,Family Reunification,Permanent,18-24,Male,Bachelor's,2019,Single,1094,Yes
4834,Pakistan,France,Family Reunification,Permanent,25-34,Male,Bachelor's,2012,Single,1050,No
4835,Pakistan,Norway,Marriage/Spouse,Permanent,45-54,Male,Vocational/Technical,2010,Single,465,Yes
4836,India,Malaysia,Business/Investment,Work,35-44,Male,Secondary,2022,Single,496,Yes
4837,Nepal,Canada,Better Quality of Life,Permanent,45-54,Male,Master's,2021,Divorced,296,No
4838,Sri Lanka,Qatar,Skilled Worker Visa,Work,35-44,Male,Primary,2001,Divorced,1670,Yes
4839,Sri Lanka,Japan,Higher Education,Permanent,18-24,Male,Primary,2023,Divorced,833,Yes
4840,Sri Lanka,United Kingdom,Employment,Work,25-34,Female,Secondary,2011,Married,1262,Yes
